94903,"$4,300 ",/ 3br - 2000ft
95035,"$4,200 ",/ 4br - 2000ft
94062,"$2,700 ",/ 1br - 800ft
94611,"$1,895 ", 
94611,"$1,895 ", 
94611,"$1,895 ", 
95391,"$2,500 ",/ 5br - 2448ft
95391,"$2,500 ",/ 5br - 2448ft
94010,"$1,950 ",/ 650ft
94109,"$2,495 ",/ 1br - 450ft
94109,"$3,000 ",/ 1br - 708ft
95134,"$3,240 ",/ 2br - 1064ft
94041,"$1,995 ", 
94122,"$3,800 ",/ 3br - 
94577,$500 ,/ 1br - 
94803,"$2,100 ",/ 3br - 858ft
94536,"$3,600 ", 
95117,"$2,624 ",/ 2br - 809ft
94301,"$2,995 ",/ 1br - 
94109,"$2,250 ",/ 500ft
95035,"$2,783 ",/ 2br - 1013ft
94066,"$3,302 ",/ 1br - 850ft
94551,"$1,997 ",/ 2br - 750ft
94030,"$2,575 ",/ 1br - 735ft
94115,"$1,895 ", 
95035,"$2,668 ",/ 2br - 940ft
94040,"$4,650 ",/ 2br - 1126ft
94040,"$4,650 ",/ 2br - 1126ft
94561,"$1,200 ",/ 2br - 700ft
94109,"$2,250 ",/ 1br - 500ft
